seq_num,sel_id,sel_seg,sel_sent,sel_st,sel_en,Ch pt,L1,L2
279,909194_ogytlX2hk54Lwlnp_0095,ogytlX2hk54Lwlnp,spoken tutorials का उपयोग करके कार्यशालाएँ भी चलाती है,418,421,12788,E,H
281,955357_ojj2CCqGA5kWXWhs_0089,ojj2CCqGA5kWXWhs,spoken tutorials का उपयोग करके कार्यशालाएँ भी चलाती है,555,557,11985,E,H
282,100051_GigsEKRBMhvNwolC_0138,GigsEKRBMhvNwolC,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,662,669,25514,H,E
283,102503_gspRPYL3gCI1FC36_0097,gspRPYL3gCI1FC36,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,567,574,18306,H,E
284,126437_RYJ2gSQyCu0PM2cq_0091,RYJ2gSQyCu0PM2cq,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,551,558,20036,H,E
286,209556_rGDjaZFn3U3Xmfbo_0156,rGDjaZFn3U3Xmfbo,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,904,910,25081,H,E
287,242003_YyYCTSgsEHug56qT_0134,YyYCTSgsEHug56qT,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,813,821,20427,H,E
288,309541_PDBT9dyqaG5sI4aC_0071,PDBT9dyqaG5sI4aC,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,455,460,25946,H,E
289,353135_cUAvXdre2bPJDSDI_0073,cUAvXdre2bPJDSDI,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,365,371,26317,H,E
290,353395_6spWbJWQGvifLYMD_0094,6spWbJWQGvifLYMD,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,460,467,20180,H,E
291,382422_MDZjLudyd01NENmt_0092,MDZjLudyd01NENmt,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,445,452,22198,H,E
292,398648_0ypaM0qtYiXXTroM_0106,0ypaM0qtYiXXTroM,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,622,629,46703,H,E
293,399287_1TuGgwSGEBVVydVA_0103,1TuGgwSGEBVVydVA,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,617,625,18945,H,E
295,468877_3k5rc97nE4nYilxg_0111,3k5rc97nE4nYilxg,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,591,598,27388,H,E
296,477597_aZ1gv6YndIO0VKFC_0070,aZ1gv6YndIO0VKFC,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,287,293,25946,H,E
297,503577_Ym6wFcvsJRHzm4yq_0088,Ym6wFcvsJRHzm4yq,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,511,518,23352,H,E
298,535652_GvasaSRehGzpL5HK_0126,GvasaSRehGzpL5HK,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,702,709,25081,H,E
299,544832_zEZQKAeXbD7Z4zgO_0098,zEZQKAeXbD7Z4zgO,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,416,423,23352,H,E
303,663512_ScaOkcrb6KnpjyUN_0102,ScaOkcrb6KnpjyUN,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,678,684,32742,H,E
304,681725_38B2vDMNiIHGj1oX_0099,38B2vDMNiIHGj1oX,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,503,509,31259,H,E
305,690775_xmFEAmhKJ4rwfcHb_0088,xmFEAmhKJ4rwfcHb,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,616,622,54734,H,E
306,693176_M1xsRqst1xV2VNH9_0160,M1xsRqst1xV2VNH9,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,642,647,24917,H,E
307,702146_kECKM79B279xw7WU_0099,kECKM79B279xw7WU,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,528,534,13467,H,E
308,707034_JIbdP0zW3oq0wsvK_0168,JIbdP0zW3oq0wsvK,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,909,916,25802,H,E
309,740014_NkBCPRq4Uo2w1lxv_0184,NkBCPRq4Uo2w1lxv,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,886,892,24093,H,E
311,775679_vBBg11f5yXP9zD3Q_0120,vBBg11f5yXP9zD3Q,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,486,493,35892,H,E
312,790133_xEyqzF242pj6Bsfs_0095,xEyqzF242pj6Bsfs,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,462,468,23969,H,E
313,802769_qq3G37y70OfxqojD_0106,qq3G37y70OfxqojD,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,690,696,30271,H,E
314,818249_hbTLEoZb2P42vZ0X_0104,hbTLEoZb2P42vZ0X,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,607,614,30847,H,E
315,909194_ogytlX2hk54Lwlnp_0097,ogytlX2hk54Lwlnp,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,425,431,19769,H,E
316,924751_FTLWqwsiD9OHpmIC_0121,FTLWqwsiD9OHpmIC,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,417,423,24711,H,E
317,955357_ojj2CCqGA5kWXWhs_0091,ojj2CCqGA5kWXWhs,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,560,566,49298,H,E
318,972699_yWc9lDlV5mMRgPJz_0124,yWc9lDlV5mMRgPJz,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,593,602,30023,H,E
319,100356_CwvWvuD1g8RaNQ2j_0112,CwvWvuD1g8RaNQ2j,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,490,497,25081,H,E
320,127461_xZy1xnSqJ2lqsG98_0074,xZy1xnSqJ2lqsG98,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,485,492,45118,H,E
321,158925_pNGfrTvDDb647Ey1_0117,pNGfrTvDDb647Ey1,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,666,673,29838,H,E
322,160573_JJQktkGf0kvJGib1_0084,JJQktkGf0kvJGib1,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,307,314,28397,H,E
323,171660_Nyg40ltVEe5vTTsS_0075,Nyg40ltVEe5vTTsS,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,499,506,47856,H,E
324,175138_TgzYUKW5Yk0qlxoJ_0139,TgzYUKW5Yk0qlxoJ,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,560,567,24361,H,E
325,210672_0jdhCdy6wPFMjRXl_0142,0jdhCdy6wPFMjRXl,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,580,586,24587,H,E
326,216105_zQexm3UmewpuF7BK_0153,zQexm3UmewpuF7BK,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,616,621,30888,H,E
327,233807_CKu8BinkuLrWrnWJ_0067,CKu8BinkuLrWrnWJ,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,273,280,29117,H,E
328,254595_FDBypaVFplHxtmil_0172,FDBypaVFplHxtmil,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,690,696,47939,H,E
329,286444_YiMohOANQrZ3zOrz_0110,YiMohOANQrZ3zOrz,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,459,466,25658,H,E
330,337436_XiYmCUqc46XEoZZs_0067,XiYmCUqc46XEoZZs,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,353,361,30806,H,E
331,394895_dmeJSjNLkwhqZy7G_0124,dmeJSjNLkwhqZy7G,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,577,585,27511,H,E
332,427411_KhAiTl7lM9O80EtA_0075,KhAiTl7lM9O80EtA,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,370,376,35089,H,E
333,432058_AXWa8Ixqg5APR0Aa_0140,AXWa8Ixqg5APR0Aa,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,576,584,27182,H,E
334,499411_ILNdBJeyg2jV0WUe_0107,ILNdBJeyg2jV0WUe,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,471,477,30765,H,E
335,516832_870khxZ0S4ieq5wG_0117,870khxZ0S4ieq5wG,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,548,555,24937,H,E
336,533956_I1aA3MN1pwNgy5Iu_0108,I1aA3MN1pwNgy5Iu,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,513,520,10090,H,E
337,590304_uSw9hoKSdGCCKm98_0130,uSw9hoKSdGCCKm98,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,499,505,29282,H,E
338,690231_N7Ntk3uMhYK5kYVY_0151,N7Ntk3uMhYK5kYVY,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,669,675,22981,H,E
339,700300_hFeU2lo7RPdFGd9m_0158,hFeU2lo7RPdFGd9m,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,681,688,26667,H,E
340,739673_anB6b5ibUqmoGqhS_0080,anB6b5ibUqmoGqhS,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,314,321,24216,H,E
342,791503_ZSC4giDQ5OdUm1Vr_0159,ZSC4giDQ5OdUm1Vr,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,680,687,26811,H,E
343,837603_iFfKg42IeXRfIcFc_0123,iFfKg42IeXRfIcFc,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,516,524,27841,H,E
344,890036_KydV09sMMikkOPIM_0103,KydV09sMMikkOPIM,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,456,462,21869,H,E
346,954992_jXuIqtM7G1cgaCl2_0134,jXuIqtM7G1cgaCl2,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,572,578,23599,H,E
347,955636_ZoQYAX5CkYoiViTG_0143,ZoQYAX5CkYoiViTG,अधिक जानकारी के लिए कृपया contact @spokentutorial org को लिखें,571,577,31012,H,E
348,641561_yJfxh7Je3SRX2VIu_0127,yJfxh7Je3SRX2VIu,spoken tutorial project team कार्यशालाएँ आयोजित करती है और प्रमाणपत्र देती है,840,850,30065,E,H
349,726751_K7LVaBxOonLQerrX_0096,K7LVaBxOonLQerrX,spoken tutorial project team कार्यशालाएँ आयोजित करती है और प्रमाणपत्र देती है,606,611,35007,E,H
350,166257_RtAxi9ScmHHUqbCx_0097,RtAxi9ScmHHUqbCx,spoken tutorial project team कार्यशालाएं चलाती है और प्रमाणपत्र देती है अधिक जानकारी के लिए कृपया हमसे संपर्क करें,772,782,26770,E,H
351,642757_o0x6B9NB5hor9m5v_0086,o0x6B9NB5hor9m5v,spoken tutorial project team कार्यशालाएं चलाती है और प्रमाणपत्र देती है अधिक जानकारी के लिए कृपया हमसे संपर्क करें,599,611,29406,E,H
352,557816_Xpfa5sx8jDKaa87g_0072,Xpfa5sx8jDKaa87g,spoken tutorial project team कार्यशालाएं चलाती है और प्रमाणपत्र देती है अधिक जानकारी के लिए हमें लिखें,349,357,27841,E,H
353,801050_v7sjGlvGm7srTVwt_0132,v7sjGlvGm7srTVwt,spoken tutorial project team कार्यशालाएं चलाती है और प्रमाणपत्र देती है अधिक जानकारी के लिए हमें लिखें,726,733,26379,E,H
354,224033_rmoMJqlME9Sjob7d_0093,rmoMJqlME9Sjob7d,spoken tutorial project team: कार्यशालाएं आयोजित करती है और प्रमाण पत्र देती है,662,672,30065,E,H
355,686591_xqoJIvqGXoOePCTn_0115,xqoJIvqGXoOePCTn,spoken tutorial project team: कार्यशालाएं आयोजित करती है और प्रमाण पत्र देती है,705,716,30806,E,H
356,321235_onzRJdHwqliQzlYT_0142,onzRJdHwqliQzlYT,spoken tutorial project team कार्यशालाएं आयोजित करती है और प्रमाणपत्र देती है अधिक जानकारी के लिए हमें लिखें,725,734,29282,E,H
357,747425_DlOxA4M9tw5qya93_0139,DlOxA4M9tw5qya93,spoken tutorial project team कार्यशालाएं आयोजित करती है और प्रमाणपत्र देती है अधिक जानकारी के लिए हमें लिखें,732,740,28664,E,H
358,238121_Vwrx3NuWik2VD2MU_0087,Vwrx3NuWik2VD2MU,spoken tutorial project teamspoken tutorial का उपयोग करके कार्यशालाएँ भी चलाते हैं,704,708,34101,E,H
359,850754_wOTMMvC3WQ5YQRAF_0087,wOTMMvC3WQ5YQRAF,spoken tutorial project teamspoken tutorial का उपयोग करके कार्यशालाएँ भी चलाते हैं,704,710,43861,E,H
360,244699_DlbETdT8118YRduH_0090,DlbETdT8118YRduH,spoken tutorial project team spoken tutorial का उपयोग करके कार्यशालाएँ चलाती है,473,478,49627,E,H
361,769934_NRTQSjcEDfLhZ4Xy_0080,NRTQSjcEDfLhZ4Xy,spoken tutorial project team spoken tutorial का उपयोग करके कार्यशालाएँ चलाती है,347,353,42502,E,H
362,387960_KrD4Ss4m9kmChMTW_0103,KrD4Ss4m9kmChMTW,spoken tutorial project nmeict mhrd भारत सरकार द्वारा समर्थित है,641,648,56505,E,H
363,541916_5DpOB0LmjVO8tse5_0106,5DpOB0LmjVO8tse5,spoken tutorial project nmeict mhrd भारत सरकार द्वारा समर्थित है,510,516,34842,E,H
364,100356_CwvWvuD1g8RaNQ2j_0110,CwvWvuD1g8RaNQ2j,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,481,486,39846,E,H
365,129615_dH6vHtaeVfk7SWq7_0050,dH6vHtaeVfk7SWq7,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,258,265,45694,E,H
366,160573_JJQktkGf0kvJGib1_0082,JJQktkGf0kvJGib1,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,298,303,39331,E,H
367,164173_UciGI22ZXiZMUhaK_0102,UciGI22ZXiZMUhaK,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,584,589,43141,E,H
368,177570_jSNK2zDaIvyZsMZp_0130,jSNK2zDaIvyZsMZp,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,591,596,44376,E,H
369,185567_AeSTWKvztl3dzYKT_0115,AeSTWKvztl3dzYKT,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,636,641,41185,E,H
370,210672_0jdhCdy6wPFMjRXl_0140,0jdhCdy6wPFMjRXl,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,572,576,42173,E,H
371,227530_shYAS4ZeCvxPZIno_0032,shYAS4ZeCvxPZIno,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,142,147,44170,E,H
372,233807_CKu8BinkuLrWrnWJ_0065,CKu8BinkuLrWrnWJ,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,264,270,44726,E,H
373,246662_fLxNwT4sz4MQwqGE_0105,fLxNwT4sz4MQwqGE,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,510,516,46085,E,H
374,284288_daPSsQhWrJlpKcwl_0075,daPSsQhWrJlpKcwl,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,467,473,40402,E,H
375,309541_PDBT9dyqaG5sI4aC_0069,PDBT9dyqaG5sI4aC,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,446,451,41288,E,H
376,337436_XiYmCUqc46XEoZZs_0065,XiYmCUqc46XEoZZs,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,344,349,43656,E,H
377,343487_yFmxLx7vcG509WHj_0093,yFmxLx7vcG509WHj,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,687,691,41267,E,H
378,394895_dmeJSjNLkwhqZy7G_0122,dmeJSjNLkwhqZy7G,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,569,573,41926,E,H
379,407122_2mQ1aPEa4vEL5eIa_0083,2mQ1aPEa4vEL5eIa,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,457,462,39743,E,H
380,425706_jDgNVBL5cQvZ9Iui_0043,jDgNVBL5cQvZ9Iui,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,209,215,56835,E,H
381,427411_KhAiTl7lM9O80EtA_0073,KhAiTl7lM9O80EtA,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,363,367,37478,E,H
382,463906_94d7bjaqcFYpZPil_0069,94d7bjaqcFYpZPil,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,337,344,43244,E,H
383,480923_Tj2vGqbIkHwHf1MH_0050,Tj2vGqbIkHwHf1MH,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,209,213,41761,E,H
384,491848_MFKr532aUV2n2HXN_0088,MFKr532aUV2n2HXN,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,479,485,42749,E,H
385,552137_ty9xNCwwY1iC1zfy_0059,ty9xNCwwY1iC1zfy,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,225,229,41844,E,H
386,556303_vtbDrHmpE5I8GWsf_0071,vtbDrHmpE5I8GWsf,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,282,288,40278,E,H
387,716782_PPmuL09YuacKN5Jo_0110,PPmuL09YuacKN5Jo,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,376,381,38405,E,H
388,887038_I17pYVLYS9xXOdkD_0083,I17pYVLYS9xXOdkD,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,465,468,35893,E,H
389,890036_KydV09sMMikkOPIM_0101,KydV09sMMikkOPIM,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,448,453,34801,E,H
390,927363_T5IdpDlSH77qWDK3_0075,T5IdpDlSH77qWDK3,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,466,472,42502,E,H
391,966975_nQhS8mTgT4WxgVha_0088,nQhS8mTgT4WxgVha,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएं चलाती है,479,484,42832,E,H
